ID;URL;Name;NameWithOwner;Stargazers;PullRequests;AcceptedPullRequests;Releases;PrimaryLanguage;createdAt;updatedAt;closedIssues;totalIssues
MDEwOlJlcG9zaXRvcnkxNTYwMTg=;https://github.com/redis/redis;redis;redis/redis;58766;5784;3191;46;C;2009-03-21T22:32:25Z;2023-03-04T10:54:36Z;4054;5876
MDEwOlJlcG9zaXRvcnkxMjg4ODk5Mw==;https://github.com/home-assistant/core;core;home-assistant/core;58603;51927;44110;1000;Python;2013-09-17T07:29:48Z;2023-03-05T01:41:31Z;34501;36700
MDEwOlJlcG9zaXRvcnkyMzM1NzU4OA==;https://github.com/protocolbuffers/protobuf;protobuf;protocolbuffers/protobuf;58391;6545;4185;121;C++;2014-08-26T15:52:15Z;2023-03-03T18:07:21Z;4772;5425
MDEwOlJlcG9zaXRvcnk2MzUzOTA1NQ==;https://github.com/jaywcjlove/awesome-mac;awesome-mac;jaywcjlove/awesome-mac;58328;810;702;6;JavaScript;2016-07-17T15:33:47Z;2023-03-02T04:49:42Z;255;348
MDEwOlJlcG9zaXRvcnk0MzExNzk2;https://github.com/adam-p/markdown-here;markdown-here;adam-p/markdown-here;58238;82;20;11;JavaScript;2012-05-13T03:27:22Z;2018-09-30T13:17:46Z;308;603
MDEwOlJlcG9zaXRvcnkyMTg3MjM5Mg==;https://github.com/josephmisiti/awesome-machine-learning;awesome-machine-learning;josephmisiti/awesome-machine-learning;58062;825;780;0;Python;2014-07-15T19:11:19Z;2023-03-03T14:13:05Z;80;80
MDEwOlJlcG9zaXRvcnk1NTc5ODA=;https://github.com/socketio/socket.io;socket.io;socketio/socket.io;57733;830;415;55;TypeScript;2010-03-11T18:24:48Z;2023-02-20T16:49:41Z;3206;3307
MDEwOlJlcG9zaXRvcnkxMjgzOTg2MzY=;https://github.com/xingshaocheng/architect-awesome;architect-awesome;xingshaocheng/architect-awesome;57673;79;49;0;;2018-04-06T13:30:58Z;2022-08-04T10:16:11Z;20;67
MDEwOlJlcG9zaXRvcnkzMzAxNTU4Mw==;https://github.com/keras-team/keras;keras;keras-team/keras;57475;5939;2760;46;Python;2015-03-28T00:35:42Z;2023-03-02T20:43:35Z;11378;11655
MDEwOlJlcG9zaXRvcnkxNjcxNzQ=;https://github.com/jquery/jquery;jquery;jquery/jquery;57226;2827;595;5;JavaScript;2009-04-03T15:20:14Z;2023-02-14T09:11:40Z;2163;2237
MDEwOlJlcG9zaXRvcnkzNDAyNTM3;https://github.com/h5bp/Front-end-Developer-Interview-Questions;Front-end-Developer-Interview-Questions;h5bp/Front-end-Developer-Interview-Questions;56584;637;439;0;Nunjucks;2012-02-09T23:34:10Z;2023-03-01T11:40:07Z;126;130
MDEwOlJlcG9zaXRvcnkzNjM4OTY0;https://github.com/ansible/ansible;ansible;ansible/ansible;56479;48690;36349;0;Python;2012-03-06T14:58:02Z;2023-03-03T15:09:40Z;30554;31200
MDEwOlJlcG9zaXRvcnkxMjA1MzgzMDQ=;https://github.com/kelseyhightower/nocode;nocode;kelseyhightower/nocode;56006;592;1;1;Dockerfile;2018-02-06T23:54:00Z;2020-01-21T19:25:10Z;608;4461
MDEwOlJlcG9zaXRvcnk3NjAwNDA5;https://github.com/shadowsocks/shadowsocks-windows;shadowsocks-windows;shadowsocks/shadowsocks-windows;55916;484;278;55;C#;2013-01-14T07:54:16Z;2021-04-26T09:07:24Z;2717;2838
MDEwOlJlcG9zaXRvcnkzOTU1NjQ3;https://github.com/lodash/lodash;lodash;lodash/lodash;55771;1316;573;2;JavaScript;2012-04-07T04:11:46Z;2021-04-23T17:25:37Z;3786;4098
MDEwOlJlcG9zaXRvcnkxNDczNTA0NjM=;https://github.com/leonardomso/33-js-concepts;33-js-concepts;leonardomso/33-js-concepts;55290;268;158;0;JavaScript;2018-09-04T13:27:04Z;2023-02-08T12:12:25Z;36;51
MDEwOlJlcG9zaXRvcnkxNjA5MTkxMTk=;https://github.com/tiangolo/fastapi;fastapi;tiangolo/fastapi;55140;2151;1145;144;Python;2018-12-08T08:21:47Z;2023-03-04T12:52:10Z;3295;3314
MDEwOlJlcG9zaXRvcnkyNjA2NjcyNw==;https://github.com/mermaid-js/mermaid;mermaid;mermaid-js/mermaid;54966;1796;1513;102;JavaScript;2014-11-01T23:52:32Z;2023-03-04T19:03:15Z;1393;2281
MDEwOlJlcG9zaXRvcnk4MDk0NTQyOA==;https://github.com/nestjs/nest;nest;nestjs/nest;54760;6245;4799;81;TypeScript;2017-02-04T20:12:52Z;2023-03-02T07:13:12Z;4602;4643
MDEwOlJlcG9zaXRvcnkxODQwODYzNQ==;https://github.com/chrislgarry/Apollo-11;Apollo-11;chrislgarry/Apollo-11;54531;497;320;0;Assembly;2014-04-03T15:45:02Z;2022-11-03T20:08:47Z;316;377
MDEwOlJlcG9zaXRvcnk5MTg1Nzky;https://github.com/apache/echarts;echarts;apache/echarts;54377;1603;1153;107;TypeScript;2013-04-03T03:18:59Z;2023-03-03T06:32:47Z;14487;16651
MDEwOlJlcG9zaXRvcnkxNTExMTgyMQ==;https://github.com/grafana/grafana;grafana;grafana/grafana;54224;33394;28722;342;TypeScript;2013-12-11T15:59:56Z;2023-03-04T00:06:14Z;25642;28526
MDEwOlJlcG9zaXRvcnkzNjA0MDg5NA==;https://github.com/gatsbyjs/gatsby;gatsby;gatsbyjs/gatsby;54190;21306;17586;129;JavaScript;2015-05-21T22:43:05Z;2023-03-01T14:28:55Z;13752;13822
MDEwOlJlcG9zaXRvcnkyMjY3MDg1Nw==;https://github.com/enaqx/awesome-react;awesome-react;enaqx/awesome-react;54180;1236;765;0;;2014-08-06T05:31:44Z;2022-12-07T09:18:25Z;73;93
MDEwOlJlcG9zaXRvcnk0ODY1NTA=;https://github.com/h5bp/html5-boilerplate;html5-boilerplate;h5bp/html5-boilerplate;54074;1558;666;32;JavaScript;2010-01-24T18:03:24Z;2023-03-04T03:11:07Z;1290;1298
MDEwOlJlcG9zaXRvcnk0NzAxODIzOQ==;https://github.com/DopplerHQ/awesome-interview-questions;awesome-interview-questions;DopplerHQ/awesome-interview-questions;53852;222;175;0;;2015-11-28T09:48:17Z;2021-11-16T18:45:23Z;29;32
MDEwOlJlcG9zaXRvcnkyNTc0ODU0MjI=;https://github.com/vitejs/vite;vite;vitejs/vite;53519;4117;3032;264;TypeScript;2020-04-21T05:03:57Z;2023-03-04T02:49:37Z;4918;5392
MDEwOlJlcG9zaXRvcnk4NDMyMjI=;https://github.com/scikit-learn/scikit-learn;scikit-learn;scikit-learn/scikit-learn;53189;15025;10290;32;Python;2010-08-17T09:43:38Z;2023-03-03T14:03:48Z;8430;9977
MDEwOlJlcG9zaXRvcnkyNjg5ODg3OQ==;https://github.com/awesomedata/awesome-public-datasets;awesome-public-datasets;awesomedata/awesome-public-datasets;53183;336;188;0;;2014-11-20T06:20:50Z;2023-02-07T18:08:51Z;47;109
MDEwOlJlcG9zaXRvcnk2NzI3NDczNg==;https://github.com/ElemeFE/element;element;ElemeFE/element;53124;4991;3221;144;Vue;2016-09-03T06:19:26Z;2023-02-21T11:50:34Z;15182;17386
MDEwOlJlcG9zaXRvcnkxOTE1Mjk3MzI=;https://github.com/lydiahallie/javascript-questions;javascript-questions;lydiahallie/javascript-questions;52724;470;304;0;;2019-06-12T08:26:27Z;2023-02-17T10:14:47Z;210;212
MDEwOlJlcG9zaXRvcnkyNzgzMzUyNzM=;https://github.com/anuraghazra/github-readme-stats;github-readme-stats;anuraghazra/github-readme-stats;52556;1366;489;0;JavaScript;2020-07-09T10:34:22Z;2023-03-03T14:57:11Z;843;940
MDEwOlJlcG9zaXRvcnk4NTE0;https://github.com/rails/rails;rails;rails/rails;52436;31135;20983;91;Ruby;2008-04-11T02:19:47Z;2023-03-04T16:06:15Z;15816;16175
MDEwOlJlcG9zaXRvcnk3MTU4MzYwMg==;https://github.com/Developer-Y/cs-video-courses;cs-video-courses;Developer-Y/cs-video-courses;52401;159;125;0;;2016-10-21T17:02:11Z;2023-02-27T12:34:01Z;101;113
MDEwOlJlcG9zaXRvcnk0MzQ0MTQwMw==;https://github.com/strapi/strapi;strapi;strapi/strapi;52222;7493;5875;267;JavaScript;2015-09-30T15:34:48Z;2023-03-03T17:41:11Z;7184;7461
MDEwOlJlcG9zaXRvcnkyNDM5NTA0MDg=;https://github.com/Anduin2017/HowToCook;HowToCook;Anduin2017/HowToCook;51478;627;458;1;HTML;2020-02-29T10:43:49Z;2023-02-17T11:29:09Z;249;580
MDEwOlJlcG9zaXRvcnk4MTU5ODk2MQ==;https://github.com/python/cpython;cpython;python/cpython;50988;39375;32007;0;Python;2017-02-10T19:23:51Z;2023-03-04T21:39:52Z;55689;62465
MDEwOlJlcG9zaXRvcnkxMTQ4NzUz;https://github.com/spring-projects/spring-framework;spring-framework;spring-projects/spring-framework;50932;4132;751;249;Java;2010-12-08T04:04:45Z;2023-03-04T16:37:26Z;21922;23135
MDEwOlJlcG9zaXRvcnk4Mzk5OTcwMA==;https://github.com/sdmg15/Best-websites-a-programmer-should-visit;Best-websites-a-programmer-should-visit;sdmg15/Best-websites-a-programmer-should-visit;50898;1527;372;0;;2017-03-05T20:25:17Z;2023-01-09T12:37:06Z;70;107
MDEwOlJlcG9zaXRvcnkzOTQ2NDAxOA==;https://github.com/apache/superset;superset;apache/superset;50810;12835;10300;116;TypeScript;2015-07-21T18:55:34Z;2023-03-04T06:57:35Z;7845;8917
MDEwOlJlcG9zaXRvcnkxMjc0MDc5NTc=;https://github.com/azl397985856/leetcode;leetcode;azl397985856/leetcode;50630;303;252;40;JavaScript;2018-03-30T09:13:51Z;2023-02-07T04:17:21Z;241;246
MDEwOlJlcG9zaXRvcnk2MzQ3NzY2MA==;https://github.com/TheAlgorithms/Java;Java;TheAlgorithms/Java;50547;3031;971;0;Java;2016-07-16T10:21:02Z;2023-03-01T15:16:32Z;795;801
MDEwOlJlcG9zaXRvcnk5MzA5MDkz;https://github.com/Semantic-Org/Semantic-UI;Semantic-UI;Semantic-Org/Semantic-UI;50450;878;356;154;JavaScript;2013-04-08T23:32:04Z;2023-01-11T17:05:32Z;5251;6205
MDEwOlJlcG9zaXRvcnkyMDM1ODc3NDQ=;https://github.com/hoppscotch/hoppscotch;hoppscotch;hoppscotch/hoppscotch;50249;1792;1031;16;Vue;2019-08-21T13:15:24Z;2023-02-24T13:11:36Z;856;953
MDEwOlJlcG9zaXRvcnkxMzgwNzYwNg==;https://github.com/junegunn/fzf;fzf;junegunn/fzf;50196;701;364;25;Go;2013-10-23T16:04:23Z;2023-02-22T15:36:04Z;2082;2337
MDEwOlJlcG9zaXRvcnkyMTczNzI2Ng==;https://github.com/sindresorhus/awesome-nodejs;awesome-nodejs;sindresorhus/awesome-nodejs;49972;1077;392;0;;2014-07-11T13:35:34Z;2023-02-18T09:59:32Z;97;97
MDEwOlJlcG9zaXRvcnkzMjY4OTg2Mw==;https://github.com/3b1b/manim;manim;3b1b/manim;49925;779;562;10;Python;2015-03-22T18:50:58Z;2023-02-15T17:40:43Z;695;1045
MDEwOlJlcG9zaXRvcnkxMzg4Mzk5Nzk=;https://github.com/scutan90/DeepLearning-500-questions;DeepLearning-500-questions;scutan90/DeepLearning-500-questions;49916;339;302;0;JavaScript;2018-06-27T06:36:45Z;2021-10-14T05:49:28Z;80;181
MDEwOlJlcG9zaXRvcnkxNDcxMjg1MA==;https://github.com/syncthing/syncthing;syncthing;syncthing/syncthing;49859;3689;2285;326;Go;2013-11-26T09:48:21Z;2023-03-04T11:16:57Z;4734;5078
MDEwOlJlcG9zaXRvcnkxNzAwNjIx;https://github.com/necolas/normalize.css;normalize.css;necolas/normalize.css;49842;387;56;0;CSS;2011-05-04T10:20:25Z;2018-11-05T02:29:43Z;455;498
MDEwOlJlcG9zaXRvcnkxOTg3MjQ1Ng==;https://github.com/remix-run/react-router;react-router;remix-run/react-router;49756;2765;1770;243;TypeScript;2014-05-16T22:22:51Z;2023-03-04T17:19:36Z;6835;6895
MDEwOlJlcG9zaXRvcnkyMjg4NzA5NA==;https://github.com/tesseract-ocr/tesseract;tesseract;tesseract-ocr/tesseract;49445;1519;1305;24;C++;2014-08-12T18:04:59Z;2023-03-03T17:54:23Z;2099;2471
MDEwOlJlcG9zaXRvcnkxMzYyNDkw;https://github.com/psf/requests;requests;psf/requests;49149;2358;1469;5;Python;2011-02-13T18:38:17Z;2023-03-03T20:39:02Z;3525;3726
MDEwOlJlcG9zaXRvcnk0NDg4MjIwMQ==;https://github.com/MunGell/awesome-for-beginners;awesome-for-beginners;MunGell/awesome-for-beginners;48921;1122;334;0;;2015-10-24T19:53:36Z;2022-10-01T16:17:28Z;109;120
MDEwOlJlcG9zaXRvcnkxMjI1NjM3Ng==;https://github.com/ionic-team/ionic-framework;ionic-framework;ionic-team/ionic-framework;48699;6028;4326;561;TypeScript;2013-08-20T23:06:02Z;2023-03-03T16:42:29Z;20156;20632
MDEwOlJlcG9zaXRvcnkyNjE3ODc3NTg=;https://github.com/bradtraversy/design-resources-for-developers;design-resources-for-developers;bradtraversy/design-resources-for-developers;48516;1153;819;0;;2020-05-06T14:40:35Z;2023-02-27T08:48:48Z;83;83
MDEwOlJlcG9zaXRvcnkyMjE5ODE4OTE=;https://github.com/microsoft/playwright;playwright;microsoft/playwright;48312;11074;9802;95;TypeScript;2019-11-15T18:32:42Z;2023-03-05T00:28:30Z;8288;8979
MDEwOlJlcG9zaXRvcnkyNDk1MzQ0OA==;https://github.com/google/material-design-icons;material-design-icons;google/material-design-icons;47650;149;40;16;;2014-10-08T18:01:28Z;2023-01-07T01:21:54Z;1021;1224
MDEwOlJlcG9zaXRvcnk4Mzg0NDcyMA==;https://github.com/ageitgey/face_recognition;face_recognition;ageitgey/face_recognition;47467;205;94;2;Python;2017-03-03T21:52:39Z;2022-06-10T09:12:18Z;572;1253
MDEwOlJlcG9zaXRvcnkxNDU1NTM2NzI=;https://github.com/fighting41love/funNLP;funNLP;fighting41love/funNLP;47281;22;11;0;Python;2018-08-21T11:20:39Z;2022-11-17T11:39:09Z;44;55
MDEwOlJlcG9zaXRvcnkxNDI0NDcw;https://github.com/moment/moment;moment;moment/moment;47270;2025;712;0;JavaScript;2011-03-01T02:46:06Z;2022-07-06T16:00:01Z;3832;4034
MDEwOlJlcG9zaXRvcnk2ODM4OTIx;https://github.com/prometheus/prometheus;prometheus;prometheus/prometheus;47009;6764;5104;248;Go;2012-11-24T11:14:12Z;2023-03-02T09:55:56Z;4361;4974
MDEwOlJlcG9zaXRvcnkyMDMwMDE3Nw==;https://github.com/google/guava;guava;google/guava;46880;1555;368;35;Java;2014-05-29T16:23:17Z;2023-02-28T20:13:02Z;2767;3423
MDEwOlJlcG9zaXRvcnk1MDI2NDI5Ng==;https://github.com/jgthms/bulma;bulma;jgthms/bulma;46858;1113;601;17;CSS;2016-01-23T23:48:34Z;2023-02-16T07:43:17Z;2271;2453
MDEwOlJlcG9zaXRvcnk3NTA4NDEx;https://github.com/ReactiveX/RxJava;RxJava;ReactiveX/RxJava;46846;3762;3121;231;Java;2013-01-08T20:11:48Z;2023-02-20T13:17:28Z;3103;3117
MDEwOlJlcG9zaXRvcnk1NDgzMzMw;https://github.com/soimort/you-get;you-get;soimort/you-get;46775;1042;570;118;Python;2012-08-20T15:53:36Z;2023-02-15T15:20:47Z;0;0
MDEwOlJlcG9zaXRvcnkxNTM2OTc1NTE=;https://github.com/Fndroid/clash_for_windows_pkg;clash_for_windows_pkg;Fndroid/clash_for_windows_pkg;46669;13;7;191;;2018-10-18T22:59:10Z;2023-02-21T15:42:59Z;3616;3802
MDEwOlJlcG9zaXRvcnkyMTQ1ODcxOTM=;https://github.com/supabase/supabase;supabase;supabase/supabase;46408;4965;4237;24;TypeScript;2019-10-12T05:56:49Z;2023-03-03T23:04:18Z;1793;1962
MDEwOlJlcG9zaXRvcnk1Mjk1MDI=;https://github.com/scrapy/scrapy;scrapy;scrapy/scrapy;46356;3008;1928;31;Python;2010-02-22T02:01:14Z;2023-03-04T17:01:24Z;2282;2772
MDEwOlJlcG9zaXRvcnk2NTI1Mg==;https://github.com/jekyll/jekyll;jekyll;jekyll/jekyll;46168;4352;3073;107;Ruby;2008-10-20T06:29:03Z;2023-03-02T07:24:09Z;4576;4664
MDEwOlJlcG9zaXRvcnkyOTIwNzYyMQ==;https://github.com/caddyserver/caddy;caddy;caddyserver/caddy;46118;1916;1551;103;Go;2015-01-13T19:45:03Z;2023-03-03T21:45:17Z;3266;3343
MDEwOlJlcG9zaXRvcnk3MTk0ODQ5OA==;https://github.com/localstack/localstack;localstack;localstack/localstack;46096;3476;3124;60;Python;2016-10-25T23:48:03Z;2023-03-03T20:38:46Z;3966;4265
MDEwOlJlcG9zaXRvcnkxMzIzMzE1OA==;https://github.com/obsproject/obs-studio;obs-studio;obsproject/obs-studio;46029;5184;3467;175;C;2013-10-01T02:40:31Z;2023-03-05T00:31:49Z;2501;2903
MDEwOlJlcG9zaXRvcnkyNDYzMzU5ODc=;https://github.com/ventoy/Ventoy;Ventoy;ventoy/Ventoy;46026;384;230;86;C;2020-03-10T15:19:19Z;2023-02-20T03:59:03Z;1330;1719
MDEwOlJlcG9zaXRvcnkyNjY4OTU5OA==;https://github.com/prakhar1989/awesome-courses;awesome-courses;prakhar1989/awesome-courses;45898;264;194;0;;2014-11-15T18:36:49Z;2022-11-12T13:05:10Z;38;67
MDEwOlJlcG9zaXRvcnkyMjA2NzUyMQ==;https://github.com/ocornut/imgui;imgui;ocornut/imgui;45746;1064;298;83;C++;2014-07-21T14:29:47Z;2023-02-24T12:05:32Z;3932;4646
MDEwOlJlcG9zaXRvcnk3MTIyMDc1Nw==;https://github.com/swisskyrepo/PayloadsAllTheThings;PayloadsAllTheThings;swisskyrepo/PayloadsAllTheThings;45695;542;455;2;Python;2016-10-18T07:29:07Z;2023-03-01T14:13:07Z;0;0
MDEwOlJlcG9zaXRvcnkyODQyODcyOQ==;https://github.com/wasabeef/awesome-android-ui;awesome-android-ui;wasabeef/awesome-android-ui;45631;227;90;0;;2014-12-24T01:45:03Z;2022-08-18T07:56:29Z;92;102
MDEwOlJlcG9zaXRvcnk5MDUyODgzMA==;https://github.com/Solido/awesome-flutter;awesome-flutter;Solido/awesome-flutter;45628;906;419;0;Dart;2017-05-07T11:45:27Z;2022-12-25T21:18:06Z;0;0
MDEwOlJlcG9zaXRvcnk0NjYyOTMwNQ==;https://github.com/NARKOZ/hacker-scripts;hacker-scripts;NARKOZ/hacker-scripts;45468;142;63;0;JavaScript;2015-11-21T19:05:09Z;2022-08-07T07:31:46Z;39;75
MDEwOlJlcG9zaXRvcnkzNjUwMg==;https://github.com/git/git;git;git/git;45444;1252;3;0;C;2008-07-23T14:21:26Z;2023-03-01T21:25:24Z;0;0
MDEwOlJlcG9zaXRvcnkzNDgyNTg4;https://github.com/danielmiessler/SecLists;SecLists;danielmiessler/SecLists;45187;613;470;18;PHP;2012-02-19T01:30:18Z;2022-11-22T12:56:36Z;181;209
MDEwOlJlcG9zaXRvcnk1MTk4MDQ1NQ==;https://github.com/alacritty/alacritty;alacritty;alacritty/alacritty;45181;1972;1529;76;Rust;2016-02-18T05:02:30Z;2023-03-02T18:49:42Z;4424;4725
MDEwOlJlcG9zaXRvcnkzNDM5NjUxMzI=;https://github.com/microsoft/ML-For-Beginners;ML-For-Beginners;microsoft/ML-For-Beginners;45080;410;338;0;Jupyter Notebook;2021-03-03T01:34:05Z;2023-02-20T11:01:21Z;0;0
MDEwOlJlcG9zaXRvcnk3NTEwNDEyMw==;https://github.com/prettier/prettier;prettier;prettier/prettier;44993;8351;6993;96;JavaScript;2016-11-29T17:13:37Z;2023-03-02T01:46:08Z;4979;5906
MDEwOlJlcG9zaXRvcnk0MDQxNjIzNg==;https://github.com/minimaxir/big-list-of-naughty-strings;big-list-of-naughty-strings;minimaxir/big-list-of-naughty-strings;44616;157;90;0;Python;2015-08-08T20:57:20Z;2021-04-17T19:05:45Z;30;91
MDEwOlJlcG9zaXRvcnk1MzgwOTA5MA==;https://github.com/juliangarnier/anime;anime;juliangarnier/anime;44596;153;72;14;JavaScript;2016-03-13T21:37:45Z;2020-10-15T12:58:33Z;491;671
MDEwOlJlcG9zaXRvcnkzNDMwMjY5OA==;https://github.com/serverless/serverless;serverless;serverless/serverless;44324;5189;4371;357;JavaScript;2015-04-21T03:48:40Z;2023-03-03T16:18:54Z;4941;5890
R_kgDOHzIiIA;https://github.com/CompVis/stable-diffusion;stable-diffusion;CompVis/stable-diffusion;44306;116;5;0;Jupyter Notebook;2022-08-10T14:36:44Z;2022-11-16T20:34:06Z;106;521
MDEwOlJlcG9zaXRvcnkyMTkzNTAzMQ==;https://github.com/fffaraz/awesome-cpp;awesome-cpp;fffaraz/awesome-cpp;44180;755;534;0;;2014-07-17T08:51:11Z;2023-03-04T18:37:23Z;172;525
MDEwOlJlcG9zaXRvcnkzNDMyMjY2;https://github.com/JetBrains/kotlin;kotlin;JetBrains/kotlin;44064;5074;2040;199;Kotlin;2012-02-13T17:29:58Z;2023-03-04T16:13:43Z;0;0
MDEwOlJlcG9zaXRvcnk3MTk5NTkzNw==;https://github.com/nuxt/nuxt;nuxt;nuxt/nuxt;44010;3318;2617;174;TypeScript;2016-10-26T11:18:47Z;2023-03-04T15:10:40Z;10462;11273
MDEwOlJlcG9zaXRvcnkxMTU0Nzg4MjA=;https://github.com/binhnguyennus/awesome-scalability;awesome-scalability;binhnguyennus/awesome-scalability;43908;79;29;0;;2017-12-27T03:46:40Z;2023-03-05T02:22:48Z;0;0
MDEwOlJlcG9zaXRvcnkxMTQ3NDcyMjY=;https://github.com/deepfakes/faceswap;faceswap;deepfakes/faceswap;43845;497;345;3;Python;2017-12-19T09:44:13Z;2023-02-24T01:29:10Z;784;798
MDEwOlJlcG9zaXRvcnk5ODAyOTU5Mg==;https://github.com/ziishaned/learn-regex;learn-regex;ziishaned/learn-regex;43678;177;124;0;;2017-07-22T12:21:03Z;2022-02-01T08:10:49Z;35;84
MDEwOlJlcG9zaXRvcnk3NzIxMzEyMA==;https://github.com/Eugeny/tabby;tabby;Eugeny/tabby;43652;3464;1344;168;TypeScript;2016-12-23T09:06:10Z;2023-02-26T19:42:31Z;2723;3976
MDEwOlJlcG9zaXRvcnk1MTUyMjg1;https://github.com/square/okhttp;okhttp;square/okhttp;43630;3804;3080;0;Kotlin;2012-07-23T13:42:55Z;2023-03-04T18:10:34Z;3630;3783
R_kgDOH3JoLw;https://github.com/AUTOMATIC1111/stable-diffusion-webui;stable-diffusion-webui;AUTOMATIC1111/stable-diffusion-webui;43530;1492;851;1;Python;2022-08-22T14:05:26Z;2023-02-20T11:45:54Z;2622;4094
MDEwOlJlcG9zaXRvcnkzMjE0NDA2;https://github.com/meteor/meteor;meteor;meteor/meteor;43320;3465;1813;0;JavaScript;2012-01-19T01:58:17Z;2023-02-10T21:00:16Z;8660;8849
MDEwOlJlcG9zaXRvcnkxNTAxOTk2Mg==;https://github.com/tldr-pages/tldr;tldr;tldr-pages/tldr;43314;8794;7795;2;Markdown;2013-12-08T07:34:43Z;2023-03-04T08:29:42Z;908;1064
MDEwOlJlcG9zaXRvcnk2MDkzMzE2;https://github.com/DefinitelyTyped/DefinitelyTyped;DefinitelyTyped;DefinitelyTyped/DefinitelyTyped;43026;54766;45934;1;TypeScript;2012-10-05T16:39:45Z;2023-03-04T21:02:32Z;7186;7855
MDEwOlJlcG9zaXRvcnkzMTYyOTc1MQ==;https://github.com/cypress-io/cypress;cypress;cypress-io/cypress;42769;6258;5049;299;JavaScript;2015-03-04T00:46:28Z;2023-03-03T20:46:02Z;9752;12462
MDEwOlJlcG9zaXRvcnkxMTIyNTAxNA==;https://github.com/etcd-io/etcd;etcd;etcd-io/etcd;42759;9168;7416;220;Go;2013-07-06T21:57:21Z;2023-03-03T23:07:02Z;5944;6097
MDEwOlJlcG9zaXRvcnk5NDkxMTE0NQ==;https://github.com/facebook/docusaurus;docusaurus;facebook/docusaurus;42613;5313;4596;125;TypeScript;2017-06-20T16:13:53Z;2023-03-03T11:54:35Z;2335;2562
MDEwOlJlcG9zaXRvcnk0NTk4NjE2Mg==;https://github.com/aymericdamien/TensorFlow-Examples;TensorFlow-Examples;aymericdamien/TensorFlow-Examples;42602;168;88;0;Jupyter Notebook;2015-11-11T14:21:19Z;2021-10-23T08:03:00Z;69;231
MDEwOlJlcG9zaXRvcnk5ODUyOTE4;https://github.com/TryGhost/Ghost;Ghost;TryGhost/Ghost;42581;9735;7568;635;JavaScript;2013-05-04T11:09:13Z;2023-03-03T18:25:53Z;6495;6528
MDEwOlJlcG9zaXRvcnkyMzEyODM0NTI=;https://github.com/excalidraw/excalidraw;excalidraw;excalidraw/excalidraw;42506;3729;2877;8;TypeScript;2020-01-02T01:04:43Z;2023-03-04T18:21:57Z;1551;2381
MDEwOlJlcG9zaXRvcnk1ODgzNjUzNA==;https://github.com/algorithm-visualizer/algorithm-visualizer;algorithm-visualizer;algorithm-visualizer/algorithm-visualizer;42393;250;182;0;JavaScript;2016-05-15T00:27:45Z;2022-04-13T02:03:13Z;73;102
MDEwOlJlcG9zaXRvcnkxMjg5MDc2OTk=;https://github.com/iamkun/dayjs;dayjs;iamkun/dayjs;42370;935;640;113;JavaScript;2018-04-10T09:26:44Z;2023-02-13T04:32:05Z;756;1307
MDEwOlJlcG9zaXRvcnk1MTE0ODc4MA==;https://github.com/android/architecture-samples;architecture-samples;android/architecture-samples;42327;431;202;0;Kotlin;2016-02-05T13:42:07Z;2023-02-28T11:22:45Z;290;441
MDEwOlJlcG9zaXRvcnkyMjA4MDkzOTM=;https://github.com/Textualize/rich;rich;Textualize/rich;42282;919;693;148;Python;2019-11-10T15:28:09Z;2023-03-04T16:28:38Z;968;1040
MDEwOlJlcG9zaXRvcnkxNTQyODQ4MA==;https://github.com/ColorlibHQ/AdminLTE;AdminLTE;ColorlibHQ/AdminLTE;42191;2002;1169;72;JavaScript;2013-12-25T02:52:40Z;2023-02-23T12:24:07Z;2693;2746
MDEwOlJlcG9zaXRvcnkyMTcwMDY5OQ==;https://github.com/vsouza/awesome-ios;awesome-ios;vsouza/awesome-ios;42118;2647;2191;0;Swift;2014-07-10T16:03:45Z;2023-02-27T14:44:07Z;462;462
MDEwOlJlcG9zaXRvcnk5OTU5ODU5NQ==;https://github.com/parcel-bundler/parcel;parcel;parcel-bundler/parcel;42066;2758;2098;25;JavaScript;2017-08-07T16:36:47Z;2023-03-03T21:14:00Z;4318;4998
MDEwOlJlcG9zaXRvcnkyNzU3NDQxOA==;https://github.com/ryanoasis/nerd-fonts;nerd-fonts;ryanoasis/nerd-fonts;42044;330;282;29;CSS;2014-12-05T04:31:17Z;2023-03-02T14:07:33Z;647;716
MDEwOlJlcG9zaXRvcnkyNDU2MDMwNw==;https://github.com/babel/babel;babel;babel/babel;41996;6358;5132;338;TypeScript;2014-09-28T13:38:23Z;2023-03-04T09:17:24Z;7822;8451
MDEwOlJlcG9zaXRvcnk0MjQwODgwNA==;https://github.com/traefik/traefik;traefik;traefik/traefik;41875;4389;3719;387;Go;2015-09-13T19:04:02Z;2022-12-07T16:26:04Z;4727;5321
MDEwOlJlcG9zaXRvcnkzMDcyNjAyMDU=;https://github.com/yt-dlp/yt-dlp;yt-dlp;yt-dlp/yt-dlp;41798;1818;1304;69;Python;2020-10-26T04:22:55Z;2023-03-04T22:24:51Z;3609;4457
MDEwOlJlcG9zaXRvcnkxNjQ0MTk2;https://github.com/JuliaLang/julia;julia;JuliaLang/julia;41761;25879;20632;135;Julia;2011-04-21T07:01:50Z;2023-03-05T00:12:59Z;19160;22691
